#,filepath,tl_x,br_x,tl_y,br_y,yaw,pitch,roll,eye_left_x,eye_right_x,nose_x,mouth_left_x,mouth_center_x,mouth_right_x,eye_left_y,eye_right_y,nose_y,mouth_left_y,mouth_center_x,mouth_right_x
1004109301.jpg,196,472,291,555,45,0,15,313,405,418,368,422,446,352,355,378,454,426,443
111076519.jpg,1036,1198,602,764,15,0,-15,1112.245625,1176.799375,1133.263125,1083.721875,1116.749375,1148.275625,633.208125,657.228125,681.248125,690.255625,706.769375,712.774375
111076519.jpg,1117,1267,743,881,15,0,0,1172.233125,1239.789375,1208.82592592593,1161.53703703704,1195.31481481481,1224.58888888889,766.711875,774.218125,806.307407407407,824.322222222222,834.455555555556,833.32962962963
1139324862.jpg,218.141951837769,428.230671736375,189.479847908745,413.974651457541,-30,0,0,249.811311787072,336.811311787072,276.061311787072,267.061311787072,292.561311787072,330.811311787072,226.852249683143,220.102249683143,284.602249683143,323.602249683143,327.352249683143,319.852249683143
1204062305.jpg,424,653,264,469,-15,0,0,473.684115523466,571.648014440433,508.803249097473,488.471119133574,510.651624548737,537.453068592058,310.564981949458,313.337545126354,354.925992779783,406.680505415162,404.832129963899,410.37725631769
1224897301.jpg,59.371119133574,331.498194945848,126.953790613718,466.962454873646,-45,0,0,101.721446700508,212.72652284264,70.1859137055838,NaN,79.646573604061,164.792512690355,176.783629441624,201.381345177665,248.684644670051,NaN,326.892766497462,348.967639593909
1254885428.jpg,350.730731225297,668.940217391304,242.075098814229,563.286561264822,60,0,0,566.41453413736,NaN,664.320517043343,571.371799094625,610.410260633087,NaN,299.69792405662,NaN,386.450060808756,460.189377048073,462.048351407047,NaN
1254885428.jpg,1176.27420948617,1455.45800395257,522.759881422925,782.430830039526,-60,-22.5,0,NaN,1261.51282051282,1182.19658119658,NaN,1214.4188034188,1278.24358974359,NaN,586.791936927807,632.026979662849,NaN,681.599629235499,692.133817269687
1295311477.jpg,666.993123861567,889.428096539162,509.997859744991,767.554143897996,60,0,0,813.957882927637,NaN,887.063337473092,800.903337473092,840.066973836728,NaN,554.8566078821,NaN,613.166910912403,670.606910912403,674.958426063918,NaN
1295311477.jpg,1527.46525500911,1740.14430783242,322.684198542805,560.72864298725,0,0,0,1592.32454545455,1682.83606060606,1641.06151515152,1605.37909090909,1647.15363636364,1683.70636363636,368.23066318927,360.397935916543,400.431875310482,472.667026825633,464.834299552906,463.0936934923
1361196352.jpg,187.387573964497,313.115384615385,225.44674556213,366.3224852071,-60,0,0,NaN,225.608622147084,189.037193575655,NaN,195.894336432798,218.751479289941,NaN,253.833333333333,285.833333333333,NaN,322.404761904762,318.595238095238
1361196352.jpg,685.754437869823,891.766272189349,173.943786982248,398.133136094674,-60,0,0,NaN,741.833333333333,688.5,NaN,698.404761904762,725.071428571429,NaN,218.785714285714,275.166666666667,NaN,330.023809523809,334.595238095238
1372188757.jpg,224.201923076923,435.894230769231,259.771153846154,449.801923076923,15,0,-15,321.435560859189,401.855608591885,367.106205250597,308.528639618139,340.299522673031,358.170644391408,301.826968973747,312.748210023866,373.311455847255,389.196897374702,400.118138424821,398.13245823389
14424972.jpg,143,377,771.5,987.500000000001,30,0,0,280.857482185273,352.16864608076,361.606888361045,295.53919239905,345.87648456057,362.655581947743,823.894893111639,822.846199524941,866.891330166271,927.715558194775,920.374703087886,916.179928741093
14424972.jpg,932,1130,771.5,1014.5,-45,0,0,957.567102137767,1018.39133016627,939.739311163895,957.567102137767,961.761876484561,997.417458432304,814.323634204276,815.372327790974,868.855700712589,928.631235154394,931.777315914489,930.728622327791
14424972.jpg,1367,1544,732.5,1035.5,-105,0,0,NaN,NaN,1383.11579572447,NaN,NaN,1418.77137767221,NaN,NaN,883.975653206651,NaN,NaN,920.679928741093
156474078.jpg,191.824736225088,380.898593200469,323.688745603752,497.75674091442,15,0,0,244.524539877301,329.334355828221,292.819018404908,265.138036809816,295.174846625767,325.800613496933,358.216608289761,348.793295406325,391.787160437,454.805565344975,447.738080682399,450.682865958472
